num,slug,sk,code,name,time_val,unit,skill,abnormal,grossWeight,wgt,spawn,cycle_val,standard,material,raw,raw_mfr,one_box,pallet,tape,box,bag,etc,keyword
196,3124,SK3124,200031,サンコータル角 0.3K 本体,43,10,0.16,0,54.5ｇ,54.5 ±1,1,"",27.5,PET,ｶﾈﾎﾞｳIP051A(97%) / ｶﾈﾎﾞｳIP121BU35A(3%),0.6,"","","",ｻﾝｺｰﾀﾙ ｶｸ 0.3K ﾌﾀ(ﾑｼﾞ),HD 0.01 X 410 X 540,"","SK3124,200031,サンコータル角03K本体,さんこーたるかく03Kほんたい,サンコータルカク03Kホンタイ,sankootarukaku03Khontai,sankootarukaku03Khontai,sankootarukaku03Khontai"
197,3125,SK3125,700031,サンコータル角 0.3K 蓋,33,10,0.15,0,38.5ｇ,38.5 ±0.6,1,"",22.4,PET,ｶﾈﾎﾞｳIP051A(97%) / ｶﾈﾎﾞｳIP121BU35A(3%),0.6,"","","","",0.03 X 750 X 1000,"","SK3125,700031,サンコータル角03K蓋,さんこーたるかく03Kふた,サンコータルカク03Kフタ,sankootarukaku03Kfuta,sankootarukaku03Kfuta,sankootarukaku03Kfuta"
198,3250,SK3250,800046,サンロック 1型,60,40,0.1,0,13.3ｇ,5.5 ±0.2,2,31.12,27.3,PA(ナイロン),ﾅｲﾛﾝ CM1017,-,2000,32000,"","","","乾燥機使用
ｻﾝｸﾚｯﾄ#80","SK3250,800046,サンロック1型,さんろっく1がた,サンロック1ガタ,sanrokku1gata,sanrokku1gata,sanrokku1gata"
199,3257,SK3257,101507,野菜籠 4K 3型 本体 2号型,74,10,0.32,0,308ｇ,308 ±6,1,23.25,21.1,PP(BC03),BC03BSW,30,25,400,"","",0.03 X 1000 X 1400,結束紐,"SK3257,101507,野菜籠4K3型本体2号型,やさいかご4K3がたほんたい2ごうがた,ヤサイカゴ4K3ガタホンタイ2ゴウガタ,yasaikago4K3gatahontai2gougata,yasaikago4K3gatahontai2gougata,yasaikago4K3gatahontai2gougata"
200,3267,SK3267,807096,サンバクル バルブダミープラグ,未登録,未登録,未登録,未登録,9ｇ,8 ±1,1,37.7,29.7,PE,PE 2100JH相当,9,"","","","","","","SK3267,807096,サンバクルバルブダミープラグ,さんばくるばるぶだみーぷらぐ,サンバクルバルブダミープラグ,sanbakurubarubudamiipuragu,sanbakurubarubudamiipuragu,sambakurubarubudamiipuragu,未登録"
201,3301,SK3301,800259,カード差し 83型,15.22,20,0.05,5,4.8/3.9ｇ,4.8 ±0.3/3.9 ±0.1,1,14.3,18,PP,PP MT545,7,1000,"","","","","","SK3301,800259,カード差し83型,かーどさし83がた,カードサシ83ガタ,kaadosashi83gata,kaadosasi83gata,kaadosashi83gata"
202,3307,SK3307,557305,オリコンP14B-B 短側板,44.94,20,0.07,0,121ｇ,121 ±5,1,33.6,33.7,PP,PP J704UG,5,126,2520,"","","","","SK3307,557305,オリコンP14BB短側板,おりこんP14BBたんそくいた,オリコンP14BBタンソクイタ,orikonP14BBtansokuita,orikonP14BBtansokuita,orikonP14BBtansokuita"
203,3315,SK3315,800161,ハンディボックスM ハンドル-M,10,10,0.02,0,47.3ｇ,45 ±1,1,52.18,53.9,PP,PP J704U,5,200,"","","","",ｻﾝｸﾚｯﾄ#80,"SK3315,800161,ハンディボックスMハンドルM,はんでぃぼっくすMはんどるM,ハンディボックスMハンドルM,handibokkusuMhandoruM,handibokkusuMhandoruM,handeibokkusuMhandoruM"
204,3351,SK3351,800261,カード差し 85型,20,10,0.09,0,17.3ｇ,17.3,1,21.3,22.2,PP,PP MT545,7,400,"","","","",ｻﾝｸﾚｯﾄ#80,"SK3351,800261,カード差し85型,かーどさし85がた,カードサシ85ガタ,kaadosashi85gata,kaadosasi85gata,kaadosashi85gata"
205,3371,SK3371,400173,サンケースC-180-2 本体,40,10,0.23,2,15.3ｇ,15.3 ±0.4,1,17.4,13.3,PP,PP J2021GRP,25,200,2800,ｸﾗﾌﾄIH,ｻﾝｹｰｽ C180-2 ﾎﾝﾀｲ / ｻﾝｹｰｽ C180-2 ﾎﾝﾀｲﾊﾟｯﾄ,0.03 X 1300 X 1100,D4-075パレット(黒),"SK3371,400173,サンケースC1802本体,さんけーすC1802ほんたい,サンケースC1802ホンタイ,sankeesuC1802hontai,sankeesuC1802hontai,sankeesuC1802hontai"
206,3372,SK3372,700173,サンケースC-180-2 蓋,40,20,0.16,0,6.5ｇ,6.5 ±0.2,1,12.3,13.9,PP,PP J2021GRP:80% / PP PM940M:20%,25 / 30,200,12000,ｸﾗﾌﾄIH,ｻﾝｹｰｽ C180-2 ﾌﾀ / ｻﾝｹｰｽ C180-2 ﾌﾀﾊﾟｯﾄ,0.03 X 850 X 900,"","SK3372,700173,サンケースC1802蓋,さんけーすC1802ふた,サンケースC1802フタ,sankeesuC1802futa,sankeesuC1802futa,sankeesuC1802futa"
207,3382,SK3382,805476 805486,段ボールジョイントM 本体・段ボールジョイントM 保持パーツ,45,10,0.22,0,22.3ｇ,11.5 ±0.5(本体)/6 ±0.5(保持パーツ),1,20.24,25.4,PP,PP J704U,5,500/1000,"",ｸﾗﾌﾄHH,ﾀﾞﾝﾎﾞｰﾙｼﾞﾖｲﾝﾄ (本体) / ﾀﾞﾝﾎﾞｰﾙｼﾞﾖｲﾝﾄ (保持ﾊﾟｰﾂ),0.03 X 1300 X 1100,"","SK3382,805476805486,段ボールジョイントM本体段ボールジョイントM保持パーツ,だんぼーるじょいんとMほんたいだんぼーるじょいんとMほじぱーつ,ダンボールジョイントMホンタイダンボールジョイントMホジパーツ,danboorujointoMhontaidanboorujointoMhojipaatsu,danboorujointoMhontaidanboorujointoMhozipaatu,danboorujointoMhontaidanboorujointoMhojipaatsu"
208,3414,SK3414,200622,サンケースK#5 本体,25,10,0.06,0,327.5ｇ,325 ±10,1,43.68,33.3,PP,PP MT545,7,30,"",ｸﾗﾌﾄHH,ｻﾝｹｰｽ K#5 ﾎﾝﾀｲ,0.02 X 1600 X 1600,専用ダンボール廃版？パレ積み,"SK3414,200622,サンケースK#5本体,さんけーすKしゃーぷ5ほんたい,サンケースKシャープ5ホンタイ,sankeesuKshaapu5hontai,sankeesuKsyaapu5hontai,sankeesuKshaapu5hontai"
209,3415,SK3415,700854,サンケースK#5 蓋,54,10,0.17,0,157.8ｇ,158 ±5,1,"",31.6,PE,PE M75,50,30,900,ｸﾗﾌﾄHH,ｻﾝｹｰｽ K#5 ﾌﾀ,HD 0.01 X 1000 X 1400,"専用ダンボール廃版？ｻﾝｹｰｽ C-180,200 ﾌﾀのﾀﾞﾝﾎﾞｰﾙ書き換えて使用","SK3415,700854,サンケースK#5蓋,さんけーすKしゃーぷ5ふた,サンケースKシャープ5フタ,sankeesuKshaapu5futa,sankeesuKsyaapu5futa,sankeesuKshaapu5futa"
210,3424,SK3424,554317,オリコンプラ軸ピンB 5×26.5 2号型,10,100,0.04,0,6.5ｇ,4 ±0.5(8個),8,18.11,13.8,PP,PP J704UG,5,20000,"","","","",ｻﾝｸﾚｯﾄ#80 / ｻﾝｸﾚｯﾄ#50,"SK3424,554317,オリコンプラ軸ピンB5×2652号型,おりこんぷらじくぴんB5×2652ごうがた,オリコンプラジクピンB5×2652ゴウガタ,orikonpurajikupinB5x2652gougata,orikonpurazikupinB5x2652gougata,orikompurajikupinB5x2652gougata"
211,3424,SK3424,554307,オリコンプラ軸ピンA 5×38.5 2号型,10,100,0.03,0,8ｇ,5.5 ±0.5(8個),8,22.9,16.5,PP,PP J704UG,5,20000,"","","","",ｻﾝｸﾚｯﾄ#80 / ｻﾝｸﾚｯﾄ#50,"SK3424,554307,オリコンプラ軸ピンA5×3852号型,おりこんぷらじくぴんA5×3852ごうがた,オリコンプラジクピンA5×3852ゴウガタ,orikonpurajikupinA5x3852gougata,orikonpurazikupinA5x3852gougata,orikompurajikupinA5x3852gougata"
212,3468,SK3468,800266,カード差し 84型,50,10,0.28,0,20.5ｇ,20.5 ±1,1,17.9,17.9,PP,PP J226U,20,300,4800,ｸﾗﾌﾄIH,ｷｸｶﾂﾌﾟ ﾎﾝﾀｲ,"",ｻﾝｸﾚｯﾄ#80 / 横持ち,"SK3468,800266,カード差し84型,かーどさし84がた,カードサシ84ガタ,kaadosashi84gata,kaadosasi84gata,kaadosashi84gata"
213,3497,SK3497,200090,サンコータル角 S-0.9K 本体,150,10,0.52,0,92ｇ,92 ±2,1,29,28,PET,IP121B(98%) / IP121BU35B(2%),0.62,100,2000,TM：OPP透明HH(仮止め有),ｻﾝｺｰﾀﾙ ｶｸS-0.9Kﾎﾝﾀｲ,HD 0.01 X 410 X 540,"乾燥機使用
Sシリーズ専用パレット","SK3497,200090,サンコータル角S09K本体,さんこーたるかくS09Kほんたい,サンコータルカクS09Kホンタイ,sankootarukakuS09Khontai,sankootarukakuS09Khontai,sankootarukakuS09Khontai"
214,3524,SK3524,804824,フローラック用 キャップ,10,10,0.1,0,8.2ｇ,3.5 ±0.1,2,20.2,11.8,ABS,ABS GA501,32,"","","",ｷｸｶﾂﾌﾟ ﾎﾝﾀｲ,0.03 X 1300 X 1100,"","SK3524,804824,フローラック用キャップ,ふろーらっくようきゃっぷ,フローラックヨウキャップ,furoorakkuyoukyappu,furoorakkuyoukyappu,furoorakkuyoukyappu"
215,3525,SK3525,804823,プラスチックホイール,28,10,0.28,0,13ｇ,6 ±0.5,2,19.92,20,PP(BC03),PP K7130R,25,3000,"",ｸﾗﾌﾄII,ｷｸｶﾂﾌﾟ ﾎﾝﾀｲ,0.03 X 1300 X 1100,"","SK3525,804823,プラスチックホイール,ぷらすちっくほいーる,プラスチックホイール,purasuchikkuhoiiru,purasutikkuhoiiru,purasuchikkuhoiiru"
216,3533,SK3533,554307,オリコンプラ軸ピンA 5×38.5,10,100,0.05,0,14.6ｇ,10.9 ±0.3(16個),16,29.2,20,PP,PP J704U,5,20000,"","","","",ｻﾝｸﾚｯﾄ#80 / ｻﾝｸﾚｯﾄ#50,"SK3533,554307,オリコンプラ軸ピンA5×385,おりこんぷらじくぴんA5×385,オリコンプラジクピンA5×385,orikonpurajikupinA5x385,orikonpurazikupinA5x385,orikompurajikupinA5x385"
217,3570,SK3570,556302,オリコンEP10B 長側 カード無し ベタ,31.33,6,0.19,10.09,79ｇ,79 ±2,1,27.23,32,PP,BC03C / BC3HSW,30 / 10,78,1560,"","","","","SK3570,556302,オリコンEP10B長側カード無しベタ,おりこんEP10Bちょうそくかーどなしべた,オリコンEP10Bチョウソクカードナシベタ,orikonEP10Bchousokukaadonashibeta,orikonEP10Btyousokukaadonasibeta,orikonEP10Bchosokukaadonashibeta"
218,3571,SK3571,556303,オリコンEP10B 短側 カード有り,48.06,10,0.22,4.04,77ｇ,77 ±2,1,21.7,21.7,PP,BC03C / BC3HSW,30 / 10,126,2520,"","","","","SK3571,556303,オリコンEP10B短側カード有り,おりこんEP10Bたんそくかーどあり,オリコンEP10Bタンソクカードアリ,orikonEP10Btansokukaadoari,orikonEP10Btansokukaadoari,orikonEP10Btansokukaadoari"
219,3628,SK3628,100154,イカナゴケース　4CS(1P),100,50,0.38,0,105ｇ,26.25 ±0.5,4,21,17.3,PP,PP J106G,15,"",3016,"",ｲｶﾅｺﾞ4CS ﾊﾟｯﾄ (1P) / ｲｶﾅｺﾞ4CS ﾊﾟｯﾄ (4P),"","","SK3628,100154,イカナゴケース4CS(1P),いかなごけーす4CS(1P),イカナゴケース4CS(1P),ikanagokeesu4CS(1P),ikanagokeesu4CS(1P),ikanagokeesu4CS(1P)"
220,3628,SK3628,100154,イカナゴケース　4CS(3P),100,50,0.38,0,105ｇ,26.25 ±0.5,4,21,17.3,PP,PP J106G,15,150,3000,"","",HD 0.01 X 1000 X 1400,1袋(25段2列) / 上2枚ずつ裏返し,"SK3628,100154,イカナゴケース4CS(3P),いかなごけーす4CS(3P),イカナゴケース4CS(3P),ikanagokeesu4CS(3P),ikanagokeesu4CS(3P),ikanagokeesu4CS(3P)"
221,3628,SK3628,100154-01,イカナゴケース　4CS(4P),115,50,0.44,0,105ｇ,26.25 ±0.5,4,21,17.3,PP,PP J106G,15,200,4000,"",ｲｶﾅｺﾞ4CS ﾊﾟｯﾄ (1P) / ｲｶﾅｺﾞ4CS ﾊﾟｯﾄ (4P),HD 0.01 X 1000 X 1400,"","SK3628,10015401,イカナゴケース4CS(4P),いかなごけーす4CS(4P),イカナゴケース4CS(4P),ikanagokeesu4CS(4P),ikanagokeesu4CS(4P),ikanagokeesu4CS(4P)"
222,3641,SK3641,890911,サンファスナー 5型,30,100,0.04,0,2.6ｇ,9.2 ±0.4(20ヶ),2,13.5,11.8,PP,PP J704UG,5,"","","",ｻﾝﾌｱｽﾅｰ2.3.5ｶﾞﾀﾖｳ,0.03 X 460 X 900,10ショット、サンプル取り数20個/9.2g,"SK3641,890911,サンファスナー5型,さんふぁすなー5がた,サンファスナー5ガタ,sanfasunaa5gata,sanfasunaa5gata,sanfuasunaa5gata"
223,3683,SK3683,804875,樹脂ナット,96,20,0.16,0,51.3ｇ,22.3 ±0.2,2,"",60.1,再生ナイロン,ﾀﾅｼﾞﾝ TN650,-,"","","","","","","SK3683,804875,樹脂ナット,じゅしなっと,ジュシナット,jushinatto,jusinatto,jushinatto"
224,3703,SK3703,800276,カード差し 94型,未登録,未登録,未登録,未登録,13.4ｇ,13.4 ±0.5,1,17.16,17.4,PP,PP J224U相当,5,500,"","","","",ｻﾝｸﾚｯﾄ#80,"SK3703,800276,カード差し94型,かーどさし94がた,カードサシ94ガタ,kaadosashi94gata,kaadosasi94gata,kaadosashi94gata,未登録"
225,3711,SK3711,804886,TPコーナーガイド,10,5,0.12,0,13.6ｇ,11.9 ±0.3,1,16.5,20,PP(BC03),PP K7130R,25,500,"",ｸﾗﾌﾄIH,ｷｸｶﾂﾌﾟ ﾎﾝﾀｲ,0.03 X 1300 X 1100,"","SK3711,804886,TPコーナーガイド,TPこーなーがいど,TPコーナーガイド,TPkoonaagaido,TPkoonaagaido,TPkoonaagaido"
226,3750,SK3750,556983,オリコンEP20B-B 短側,50,10,0.3,0,292ｇ,142 ±5,2,33.4,33.4,PP(BC03),BC03C / BC3HSW / BC03C / J705UA / P483JU / J707EG / P483JU / J830HV,30 / 10 / 30 / 9 / 5 / 30 / 5 / 30,"","","","","","","SK3750,556983,オリコンEP20BB短側,おりこんEP20BBたんそく,オリコンEP20BBタンソク,orikonEP20BBtansoku,orikonEP20BBtansoku,orikonEP20BBtansoku"
227,3912,SK3912,556331,オリコンEP14B 底板 孔無,40.71,10,0.1,0,555ｇ,555 ±10,1,42.1,36.7,PP,PP J704UG,5,"",240,"","","","パレ積み、ゲート上、30段X8本
横持ち","SK3912,556331,オリコンEP14B底板孔無,おりこんEP14Bそこいたあなむ,オリコンEP14Bソコイタアナム,orikonEP14Bsokoitaanamu,orikonEP14Bsokoitaanamu,orikonEP14Bsokoitaanamu"
228,3929,SK3929,200520,サンバット No.2 (PP) 2号型,80,5,0.37,0,320ｇ,320 ±10,1,43.2,43.2,PP,BC03BSW,30,50,"",OPP透明HH,一般向けダンボール　サンバット2号 / 東洋理研向けダンボール /                        スジ入りクラフト紙,"","","SK3929,200520,サンバットNo2(PP)2号型,さんばっとNo2(PP)2ごうがた,サンバットNo2(PP)2ゴウガタ,sanbattoNo2(PP)2gougata,sanbattoNo2(PP)2gougata,sambattoNo2(PP)2gougata"
229,3929,SK3929,200510,サンバット No.2 (抗菌性) 2号型,未登録,未登録,未登録,未登録,320ｇ,320 ±10,1,"",43.2,PP,BC03BSW,30,45,"",OPP透明HH,東洋理研向けダンボール /                        スジ入りクラフト紙,0.03 X 700 X 1200,"","SK3929,200510,サンバットNo2(抗菌性)2号型,さんばっとNo2(こうきんせい)2ごうがた,サンバットNo2(コウキンセイ)2ゴウガタ,sanbattoNo2(koukinsei)2gougata,sanbattoNo2(koukinsei)2gougata,sambattoNo2(kokinsei)2gougata,未登録"
230,3938,SK3938,556063,オリコンEP29B 短側 カード有,88.01,10,0.45,0,369ｇ,182 ±4,2,38.94,43,PP,PP K7016RM,5,"","","","","","","SK3938,556063,オリコンEP29B短側カード有,おりこんEP29Bたんそくかーどあり,オリコンEP29Bタンソクカードアリ,orikonEP29Btansokukaadoari,orikonEP29Btansokukaadoari,orikonEP29Btansokukaadoari"
231,3939,SK3939,800174,グロメット 8型 トウカン,256,500,0.07,0,78.4ｇ,8.25 ±0.2,8,57.8,29.1,エラストマー,TPO LFR9799Q,1.5,"","","","","","","SK3939,800174,グロメット8型トウカン,ぐろめっと8がたとうかん,グロメット8ガタトウカン,gurometto8gatatoukan,gurometto8gatatoukan,gurometto8gatatokan"
232,3985,SK3985,890908,サンファスナー 3型 2号型,10,100,0.07,0,5.836ｇ,10.6(24ヶ),8,10.7,9.2,PP,PP J728Q(指定),40,1000,20000,"",ｻﾝﾌｱｽﾅｰ2.3.5ｶﾞﾀﾖｳ,0.03 X 350 X 500,"3ショット、サンプル取り数24個/10.6g
ｻﾝﾎﾞｯｸｽ56A-2","SK3985,890908,サンファスナー3型2号型,さんふぁすなー3がた2ごうがた,サンファスナー3ガタ2ゴウガタ,sanfasunaa3gata2gougata,sanfasunaa3gata2gougata,sanfuasunaa3gata2gougata"
233,3994,SK3994,202957,サンバット#3-2,120,6,0.47,0,220ｇ,220 ±5,1,"",42.2,PE,PE 2100JH,8,"","","",ｻﾝﾊﾞﾂﾄ#3-2,"","","SK3994,202957,サンバット#32,さんばっとしゃーぷ32,サンバットシャープ32,sanbattoshaapu32,sanbattosyaapu32,sambattoshaapu32"
234,3998,SK3998,807400,CHU-棚板サイドパーツ,未登録,未登録,未登録,未登録,340ｇ,340 ±10,1,"",73.2,PP,K7016RM,5,"","","","",0.03 X 1300 X 1100,"","SK3998,807400,CHU棚板サイドパーツ,CHUたないたさいどぱーつ,CHUタナイタサイドパーツ,CHUtanaitasaidopaatsu,CHUtanaitasaidopaatu,CHUtanaitasaidopaatsu,未登録"
235,4007,SK4007,800110,育苗箱　嵩上げパーツ,未登録,未登録,未登録,未登録,17ｇ,14.8 ±0.5,1,"",20,PP,PP J704U,5,"","","","",0.03 X 1300 X 1100,"","SK4007,800110,育苗箱嵩上げパーツ,いくびょうはこかさあげぱーつ,イクビョウハコカサアゲパーツ,ikubyouhakokasaagepaatsu,ikubyouhakokasaagepaatu,ikubyouhakokasaagepaatsu,未登録"
236,4065,SK4065,890913,サンファスナー 6型,15,100,0.01,0,2.1ｇ,22 ±0.15(20ヶ),1,12.5,13.1,PE,PE 1010,20,"","","",ｻﾝﾌｱｽﾅｰ2.3.5ｶﾞﾀﾖｳ,0.03 X 400 X 800,20ショット、サンプル取り数20個/22g,"SK4065,890913,サンファスナー6型,さんふぁすなー6がた,サンファスナー6ガタ,sanfasunaa6gata,sanfasunaa6gata,sanfuasunaa6gata"
237,4067,SK4067,800282,カード差し 99型,94,20,0.26,5,23ｇ,23 ±1,1,18.1,18.1,PP,PP J224U,5,400,"","","","",ｻﾝｸﾚｯﾄ#80,"SK4067,800282,カード差し99型,かーどさし99がた,カードサシ99ガタ,kaadosashi99gata,kaadosasi99gata,kaadosashi99gata"
238,4110,SK4110,805428,SNB-20A-M 中仕切り 110L,未登録,未登録,未登録,未登録,130ｇ,129 ±4,1,30.5,33.5,PP(BC03),K7130R(62.5%) / SG137(37.5%),-,"","","","","","","SK4110,805428,SNB20AM中仕切り110L,SNB20AMなかしきり110L,SNB20AMナカシキリ110L,SNB20AMnakashikiri110L,SNB20AMnakasikiri110L,SNB20AMnakashikiri110L,未登録"
239,4111,SK4111,805429,SNB-20A-M 中仕切り 110S,未登録,未登録,未登録,未登録,205ｇ,102 ±3,2,30.33,33.5,PP(BC03),K7130R(62.5%) / SG137(37.5%),-,"","","","","","","SK4111,805429,SNB20AM中仕切り110S,SNB20AMなかしきり110S,SNB20AMナカシキリ110S,SNB20AMnakashikiri110S,SNB20AMnakasikiri110S,SNB20AMnakashikiri110S,未登録"
240,4120,SK4120,100207 100217 100227,イカナゴケース　3P-5,未登録,未登録,未登録,未登録,90ｇ,90 ±3,1,"",17,PP,PP J106G,15,"","","","",HD 0.01 X 800 X 1200,"","SK4120,100207100217100227,イカナゴケース3P5,いかなごけーす3P5,イカナゴケース3P5,ikanagokeesu3P5,ikanagokeesu3P5,ikanagokeesu3P5,未登録"
241,4122,SK4122,200034 200044,サンコータル角 S-0.2K 本体RDM・サンコータル角 S-0.2K 本体,50,10,0.27,0,21ｇ,21 ±1,1,18.3,18.4 / 18.2,PP,PP J2021 GRP,25,200,5000,TM：OPP透明HH / WH101：OPP茶HH,ｻﾝｺｰﾀﾙ ｶｸS 0.2K / ｻﾝｺｰﾀﾙ ｶｸS 0.2K ﾊﾟﾂﾄ,0.03 X 350 X 500,"","SK4122,200034200044,サンコータル角S02K本体RDMサンコータル角S02K本体,さんこーたるかくS02KほんたいRDMさんこーたるかくS02Kほんたい,サンコータルカクS02KホンタイRDMサンコータルカクS02Kホンタイ,sankootarukakuS02KhontaiRDMsankootarukakuS02Khontai,sankootarukakuS02KhontaiRDMsankootarukakuS02Khontai,sankootarukakuS02KhontaiRDMsankootarukakuS02Khontai"
242,4123,SK4123,700034,サンコータル角 S-0.2K 蓋,70,10,0.24,40,26.5ｇ,26.5 ±1,1,28.7,35.5,PET,IP121B(99%) / IP121BU35B(1%),0.62,200,5000,OPP透明HH,ｻﾝｺｰﾀﾙ ｶｸS 0.2Kﾌﾀ / ｻﾝｺｰﾀﾙ ｶｸS0.2Kﾌﾀﾊﾟﾂﾄ,0.03 X 350 X 500,乾燥機使用,"SK4123,700034,サンコータル角S02K蓋,さんこーたるかくS02Kふた,サンコータルカクS02Kフタ,sankootarukakuS02Kfuta,sankootarukakuS02Kfuta,sankootarukakuS02Kfuta"
243,4141,SK4141,805436,SNB-20A-M 指示ピース,4,20,0.01,0,13ｇ,10.4 ±0.4,1,"",18.5,PP,PP J704U,5,"","","","",0.03 X 1300 X 1100,"","SK4141,805436,SNB20AM指示ピース,SNB20AMしじぴーす,SNB20AMシジピース,SNB20AMshijipiisu,SNB20AMsizipiisu,SNB20AMshijipiisu"
244,4144,SK4144,556273,オリコンEP33A-B 短側,42.85,16,0.2,0,266ｇ,133.0 ±5,2,26.2,26.2,PP,PP J705UG,9,64,1280,"","","",ｻﾝﾎﾞｯｸｽ56A-2 / 横持ち,"SK4144,556273,オリコンEP33AB短側,おりこんEP33ABたんそく,オリコンEP33ABタンソク,orikonEP33ABtansoku,orikonEP33ABtansoku,orikonEP33ABtansoku"
245,4153,SK4153,804579,バルブトレー KS-1,33,10,0.1,0,250ｇ,250 ±6,1,"",33,PP,PP J705Q,10,50,600,"","","","","SK4153,804579,バルブトレーKS1,ばるぶとれーKS1,バルブトレーKS1,barubutoreeKS1,barubutoreeKS1,barubutoreeKS1"
246,4175,SK4175,800285,カード差し 102型,未登録,未登録,未登録,未登録,28.5ｇ,28.5 ±0.7,1,21.2,22.2,PP,PP J224U,5,300,5600,OPP透明II,"カード差し102,103型","","ダンボールの102型に◯をつける
ｻﾝﾎﾞｯｸｽ56A-2(280個) / ｻﾝｸﾚｯﾄ#80(350個)","SK4175,800285,カード差し102型,かーどさし102がた,カードサシ102ガタ,kaadosashi102gata,kaadosasi102gata,kaadosashi102gata,未登録"
247,4175,SK4175,800286,カード差し 103型,未登録,未登録,未登録,未登録,26.5ｇ,26.5 ±0.7,1,18.3,21.5,PP,PP J224U,5,300,"","","カード差し102,103型","",ダンボールの103型に◯をつける,"SK4175,800286,カード差し103型,かーどさし103がた,カードサシ103ガタ,kaadosashi103gata,kaadosasi103gata,kaadosashi103gata,未登録"
248,4221,SK4221,557622,オリコンEP13B 長側板 カード有,39.19,10,0.16,5.92,110/107ｇ,107 ±3/104 ±3,1,24.9,23.6,PP,BC03C / BC3HSW,30 / 10,85,1360,"","","",ｻﾝﾎﾞｯｸｽ56A-2,"SK4221,557622,オリコンEP13B長側板カード有,おりこんEP13Bちょうそくいたかーどあり,オリコンEP13Bチョウソクイタカードアリ,orikonEP13Bchousokuitakaadoari,orikonEP13Btyousokuitakaadoari,orikonEP13Bchosokuitakaadoari"
249,4222,SK4222,557623,オリコンEP13B 短側板,25.84,6,0.15,3.07,101ｇ,97 ±3,1,28,27.2,PP,BC03C / BC3HSW,30 / 10,78,1560,"","","",ｻﾝﾎﾞｯｸｽ56A-2,"SK4222,557623,オリコンEP13B短側板,おりこんEP13Bたんそくいた,オリコンEP13Bタンソクイタ,orikonEP13Btansokuita,orikonEP13Btansokuita,orikonEP13Btansokuita"
250,4224,SK4224,890907,サンファスナー 2型 2号型,15,100,0.04,0,5.1ｇ,39.5 ±0.5(40ヶ),4,15,13.4,PE,PE 1608J,18,1000,20000,"",ｻﾝﾌｱｽﾅｰ2.3.5ｶﾞﾀﾖｳ,0.03 X 420 X 800,"10ショット、サンプル取り数40個/39.5g
ｻﾝﾎﾞｯｸｽ56A-2","SK4224,890907,サンファスナー2型2号型,さんふぁすなー2がた2ごうがた,サンファスナー2ガタ2ゴウガタ,sanfasunaa2gata2gougata,sanfasunaa2gata2gougata,sanfuasunaa2gata2gougata"
251,4233,SK4233,805974,フェンスジョイント ST50,44,10,0.14,0,44ｇ,42 ±1,1,31.2,32,PP,PP J704UG,5,100,3000,ｸﾗﾌﾄHH,ﾌｴﾝｽ ｼﾞﾖｲﾝﾄ ST,"","","SK4233,805974,フェンスジョイントST50,ふぇんすじょいんとST50,フェンスジョイントST50,fensujointoST50,fensujointoST50,fuensujointoST50"
